"Hum";"Temp";"GAS";"Time"
"16.00%";"24.00";" 22.63";"5:35:52 PM"
"16.00%";"24.00";" 24.68";"5:35:55 PM"
"16.00%";"24.00";" 22.63";"5:35:59 PM"
"16.00%";"24.00";" 22.63";"5:36:02 PM"
"16.00%";"24.00";" 26.86";"5:36:05 PM"
"16.00%";"24.00";" 26.86";"5:36:09 PM"
"16.00%";"24.00";" 26.86";"5:36:12 PM"
"16.00%";"24.00";" 22.63";"5:36:15 PM"
"16.00%";"24.00";" 22.63";"5:36:18 PM"
"16.00%";"24.00";" 22.63";"5:36:22 PM"
"16.00%";"24.00";" 22.63";"5:36:25 PM"
"16.00%";"24.00";" 22.63";"5:36:28 PM"
"16.00%";"24.00";" 22.63";"5:36:32 PM"
"16.00%";"24.00";" 22.63";"5:36:35 PM"
"16.00%";"24.00";" 22.63";"5:36:38 PM"
"16.00%";"24.00";" 22.63";"5:36:42 PM"
"16.00%";"24.00";" 22.63";"5:36:45 PM"
"16.00%";"24.00";" 22.63";"5:36:48 PM"
"16.00%";"24.00";" 22.63";"5:36:52 PM"
"16.00%";"24.00";" 22.63";"5:36:55 PM"
"16.00%";"24.00";" 22.63";"5:36:58 PM"
"16.00%";"24.00";" 22.63";"5:37:02 PM"
"16.00%";"24.00";" 22.63";"5:37:05 PM"
"16.00%";"24.00";" 22.63";"5:37:08 PM"
"16.00%";"24.00";" 22.63";"5:37:11 PM"
"16.00%";"24.00";" 22.63";"5:37:15 PM"
"16.00%";"24.00";" 22.63";"5:37:18 PM"
"16.00%";"24.00";" 22.63";"5:37:21 PM"
"16.00%";"24.00";" 22.63";"5:37:25 PM"
"16.00%";"24.00";" 22.63";"5:37:28 PM"
"16.00%";"24.00";" 22.63";"5:37:31 PM"
"16.00%";"24.00";" 22.63";"5:37:35 PM"
"16.00%";"24.00";" 22.63";"5:37:38 PM"
"16.00%";"24.00";" 22.63";"5:37:41 PM"
"16.00%";"24.00";" 22.63";"5:37:45 PM"
"16.00%";"24.00";" 22.63";"5:37:48 PM"
"16.00%";"24.00";" 22.63";"5:37:51 PM"
"16.00%";"24.00";" 20.70";"5:37:55 PM"
"16.00%";"24.00";" 22.63";"5:37:58 PM"
"16.00%";"24.00";" 22.63";"5:38:01 PM"
"16.00%";"24.00";" 20.70";"5:38:04 PM"
"16.00%";"24.00";" 22.63";"5:38:08 PM"
"16.00%";"24.00";" 22.63";"5:38:11 PM"
"16.00%";"24.00";" 22.63";"5:38:14 PM"
"16.00%";"24.00";" 22.63";"5:38:18 PM"
"16.00%";"24.00";" 22.63";"5:38:21 PM"
"16.00%";"24.00";" 22.63";"5:38:24 PM"
"16.00%";"24.00";" 22.63";"5:38:28 PM"
"16.00%";"24.00";" 22.63";"5:38:31 PM"
"16.00%";"24.00";" 22.63";"5:38:34 PM"
"16.00%";"24.00";" 20.70";"5:38:38 PM"
"16.00%";"24.00";" 22.63";"5:38:41 PM"
"16.00%";"24.00";" 22.63";"5:38:44 PM"
"16.00%";"24.00";" 22.63";"5:38:47 PM"
"16.00%";"24.00";" 22.63";"5:38:51 PM"
"16.00%";"24.00";" 22.63";"5:38:54 PM"
"16.00%";"24.00";" 22.63";"5:38:57 PM"
"16.00%";"24.00";" 20.70";"5:39:01 PM"
"16.00%";"24.00";" 22.63";"5:39:04 PM"
"16.00%";"24.00";" 22.63";"5:39:07 PM"
"16.00%";"24.00";" 22.63";"5:39:11 PM"
"16.00%";"24.00";" 22.63";"5:39:14 PM"
"16.00%";"24.00";" 22.63";"5:39:17 PM"
"16.00%";"24.00";" 22.63";"5:39:21 PM"
"16.00%";"24.00";" 22.63";"5:39:24 PM"
"16.00%";"24.00";" 22.63";"5:39:27 PM"
"16.00%";"24.00";" 22.63";"5:39:31 PM"
"16.00%";"24.00";" 22.63";"5:39:34 PM"
"16.00%";"24.00";" 22.63";"5:39:37 PM"
"16.00%";"24.00";" 22.63";"5:39:40 PM"
"16.00%";"24.00";" 22.63";"5:39:44 PM"
"16.00%";"24.00";" 22.63";"5:39:47 PM"
"16.00%";"24.00";" 22.63";"5:39:50 PM"
"16.00%";"24.00";" 20.70";"5:39:54 PM"
"16.00%";"24.00";" 22.63";"5:39:57 PM"
"16.00%";"24.00";" 22.63";"5:40:00 PM"
"16.00%";"24.00";" 22.63";"5:40:04 PM"
"16.00%";"24.00";" 22.63";"5:40:07 PM"
"16.00%";"24.00";" 22.63";"5:40:10 PM"
"16.00%";"24.00";" 22.63";"5:40:14 PM"
"16.00%";"24.00";" 22.63";"5:40:17 PM"
"16.00%";"24.00";" 22.63";"5:40:20 PM"
"16.00%";"24.00";" 22.63";"5:40:24 PM"
"16.00%";"24.00";" 22.63";"5:40:27 PM"
"16.00%";"24.00";" 22.63";"5:40:30 PM"
"16.00%";"24.00";" 22.63";"5:40:33 PM"
"16.00%";"24.00";" 22.63";"5:40:37 PM"
"16.00%";"24.00";" 22.63";"5:40:40 PM"
"16.00%";"24.00";" 22.63";"5:40:43 PM"
"16.00%";"24.00";" 22.63";"5:40:47 PM"
"16.00%";"24.00";" 22.63";"5:40:50 PM"
"16.00%";"24.00";" 20.70";"5:40:53 PM"
"16.00%";"24.00";" 20.70";"5:40:57 PM"
"16.00%";"24.00";" 22.63";"5:41:00 PM"
"16.00%";"24.00";" 20.70";"5:41:03 PM"
"16.00%";"24.00";" 20.70";"5:41:07 PM"
"16.00%";"24.00";" 22.63";"5:41:10 PM"
"16.00%";"24.00";" 22.63";"5:41:13 PM"
"16.00%";"24.00";" 22.63";"5:41:17 PM"
"16.00%";"24.00";" 22.63";"5:41:20 PM"
"16.00%";"24.00";" 22.63";"5:41:23 PM"
"16.00%";"24.00";" 22.63";"5:41:26 PM"
"16.00%";"24.00";" 22.63";"5:41:30 PM"
"16.00%";"24.00";" 22.63";"5:41:33 PM"
"16.00%";"24.00";" 20.70";"5:41:36 PM"
"16.00%";"24.00";" 22.63";"5:41:40 PM"
"16.00%";"24.00";" 22.63";"5:41:43 PM"
"16.00%";"24.00";" 22.63";"5:41:46 PM"
"16.00%";"24.00";" 22.63";"5:41:50 PM"
"16.00%";"24.00";" 22.63";"5:41:53 PM"
"16.00%";"24.00";" 20.70";"5:41:56 PM"
"16.00%";"24.00";" 22.63";"5:42:00 PM"
"16.00%";"24.00";" 22.63";"5:42:03 PM"
"16.00%";"24.00";" 22.63";"5:42:06 PM"
"16.00%";"24.00";" 22.63";"5:42:10 PM"
"16.00%";"24.00";" 22.63";"5:42:13 PM"
"16.00%";"24.00";" 20.70";"5:42:16 PM"
"16.00%";"24.00";" 22.63";"5:42:19 PM"
"16.00%";"24.00";" 22.63";"5:42:23 PM"
"16.00%";"24.00";" 22.63";"5:42:26 PM"
"16.00%";"24.00";" 22.63";"5:42:29 PM"
"16.00%";"24.00";" 22.63";"5:42:33 PM"
"16.00%";"24.00";" 20.70";"5:42:36 PM"
"16.00%";"24.00";" 22.63";"5:42:39 PM"
"16.00%";"24.00";" 20.70";"5:42:43 PM"
"16.00%";"24.00";" 20.70";"5:42:46 PM"
"16.00%";"24.00";" 22.63";"5:42:49 PM"
"16.00%";"24.00";" 22.63";"5:42:53 PM"
"16.00%";"24.00";" 22.63";"5:42:56 PM"
"16.00%";"24.00";" 22.63";"5:42:59 PM"
"16.00%";"24.00";" 20.70";"5:43:03 PM"
"16.00%";"24.00";" 22.63";"5:43:06 PM"
"16.00%";"24.00";" 22.63";"5:43:09 PM"
"16.00%";"24.00";" 20.70";"5:43:12 PM"
"16.00%";"24.00";" 22.63";"5:43:16 PM"
"16.00%";"24.00";" 20.70";"5:43:19 PM"
"16.00%";"24.00";" 22.63";"5:43:22 PM"
"16.00%";"24.00";" 20.70";"5:43:26 PM"
"16.00%";"24.00";" 22.63";"5:43:29 PM"
"16.00%";"24.00";" 22.63";"5:43:32 PM"
"16.00%";"24.00";" 22.63";"5:43:36 PM"
"16.00%";"24.00";" 22.63";"5:43:39 PM"
"16.00%";"24.00";" 22.63";"5:43:42 PM"
"16.00%";"24.00";" 22.63";"5:43:46 PM"
"16.00%";"24.00";" 22.63";"5:43:49 PM"
"16.00%";"24.00";" 22.63";"5:43:52 PM"
"16.00%";"24.00";" 22.63";"5:43:56 PM"
"16.00%";"24.00";" 22.63";"5:43:59 PM"
"16.00%";"24.00";" 22.63";"5:44:02 PM"
"16.00%";"24.00";" 22.63";"5:44:05 PM"
"16.00%";"24.00";" 22.63";"5:44:09 PM"
"16.00%";"24.00";" 22.63";"5:44:12 PM"
"16.00%";"24.00";" 22.63";"5:44:15 PM"
"16.00%";"24.00";" 22.63";"5:44:19 PM"
"16.00%";"24.00";" 22.63";"5:44:22 PM"
"16.00%";"24.00";" 22.63";"5:44:25 PM"
"16.00%";"24.00";" 22.63";"5:44:29 PM"
"16.00%";"24.00";" 22.63";"5:44:32 PM"
"16.00%";"24.00";" 22.63";"5:44:35 PM"
"16.00%";"24.00";" 22.63";"5:44:39 PM"
"16.00%";"24.00";" 22.63";"5:44:42 PM"
"16.00%";"24.00";" 22.63";"5:44:45 PM"
"16.00%";"24.00";" 22.63";"5:44:49 PM"
"16.00%";"24.00";" 22.63";"5:44:52 PM"
"16.00%";"24.00";" 22.63";"5:44:55 PM"
"16.00%";"24.00";" 22.63";"5:44:58 PM"
"16.00%";"24.00";" 22.63";"5:45:02 PM"
"16.00%";"24.00";" 22.63";"5:45:05 PM"
"16.00%";"24.00";" 22.63";"5:45:08 PM"
"16.00%";"24.00";" 20.70";"5:45:12 PM"
"16.00%";"24.00";" 22.63";"5:45:15 PM"
"16.00%";"24.00";" 22.63";"5:45:18 PM"
"16.00%";"24.00";" 22.63";"5:45:22 PM"
"16.00%";"24.00";" 22.63";"5:45:25 PM"
"16.00%";"24.00";" 22.63";"5:45:28 PM"
"16.00%";"24.00";" 22.63";"5:45:32 PM"
"16.00%";"24.00";" 22.63";"5:45:35 PM"
"16.00%";"24.00";" 22.63";"5:45:38 PM"
"16.00%";"24.00";" 22.63";"5:45:42 PM"
"16.00%";"24.00";" 20.70";"5:45:45 PM"
"16.00%";"24.00";" 22.63";"5:45:48 PM"
"16.00%";"24.00";" 22.63";"5:45:51 PM"
"16.00%";"24.00";" 22.63";"5:45:55 PM"
"16.00%";"24.00";" 22.63";"5:45:58 PM"
"16.00%";"24.00";" 22.63";"5:46:01 PM"
"16.00%";"24.00";" 22.63";"5:46:05 PM"
"16.00%";"24.00";" 22.63";"5:46:08 PM"
"16.00%";"24.00";" 18.89";"5:46:11 PM"
"16.00%";"24.00";" 22.63";"5:46:15 PM"
"16.00%";"24.00";" 20.70";"5:46:18 PM"
"16.00%";"24.00";" 22.63";"5:46:21 PM"
"16.00%";"24.00";" 22.63";"5:46:25 PM"
"16.00%";"24.00";" 22.63";"5:46:28 PM"
