"Hum";"Temp";"GAS";"Time"
"16.00%";"24.00°";" 30.05";"4:02:54 PM"
"16.00%";"24.00°";" 33.12";"4:02:57 PM"
"16.00%";"24.00°";" 33.12";"4:03:00 PM"
"16.00%";"24.00°";" 36.39";"4:03:04 PM"
"16.00%";"24.00°";" 36.39";"4:03:07 PM"
"16.00%";"24.00°";" 33.12";"4:03:10 PM"
"16.00%";"24.00°";" 33.12";"4:03:14 PM"
"16.00%";"24.00°";" 36.39";"4:03:17 PM"
"16.00%";"24.00°";" 36.39";"4:03:20 PM"
"16.00%";"24.00°";" 33.12";"4:03:23 PM"
"16.00%";"24.00°";" 36.39";"4:03:27 PM"
"16.00%";"24.00°";" 33.12";"4:03:30 PM"
"16.00%";"24.00°";" 36.39";"4:03:33 PM"
"16.00%";"24.00°";" 36.39";"4:03:37 PM"
"16.00%";"24.00°";" 33.12";"4:03:40 PM"
"16.00%";"24.00°";" 36.39";"4:03:43 PM"
"16.00%";"24.00°";" 33.12";"4:03:47 PM"
"16.00%";"24.00°";" 33.12";"4:03:50 PM"
"16.00%";"24.00°";" 33.12";"4:03:53 PM"
"16.00%";"24.00°";" 36.39";"4:03:57 PM"
"16.00%";"24.00°";" 33.12";"4:04:00 PM"
"16.00%";"24.00°";" 36.39";"4:04:03 PM"
"16.00%";"24.00°";" 33.12";"4:04:07 PM"
"16.00%";"24.00°";" 36.39";"4:04:10 PM"
"16.00%";"24.00°";" 36.39";"4:04:13 PM"
"16.00%";"24.00°";" 36.39";"4:04:17 PM"
"16.00%";"24.00°";" 33.12";"4:04:20 PM"
"16.00%";"24.00°";" 33.12";"4:04:23 PM"
"16.00%";"24.00°";" 36.39";"4:04:26 PM"
"16.00%";"24.00°";" 36.39";"4:04:30 PM"
"16.00%";"24.00°";" 33.12";"4:04:33 PM"
"16.00%";"24.00°";" 33.12";"4:04:36 PM"
"16.00%";"24.00°";" 36.39";"4:04:40 PM"
"16.00%";"24.00°";" 33.12";"4:04:43 PM"
"16.00%";"24.00°";" 33.12";"4:04:46 PM"
"16.00%";"24.00°";" 36.39";"4:04:50 PM"
"16.00%";"24.00°";" 36.39";"4:04:53 PM"
"16.00%";"24.00°";" 36.39";"4:04:56 PM"
"16.00%";"24.00°";" 36.39";"4:05:00 PM"
"16.00%";"24.00°";" 36.39";"4:05:03 PM"
"16.00%";"24.00°";" 36.39";"4:05:06 PM"
"16.00%";"24.00°";" 36.39";"4:05:10 PM"
"16.00%";"24.00°";" 36.39";"4:05:13 PM"
"16.00%";"24.00°";" 36.39";"4:05:16 PM"
"16.00%";"24.00°";" 36.39";"4:05:19 PM"
"16.00%";"24.00°";" 36.39";"4:05:23 PM"
"16.00%";"24.00°";" 33.12";"4:05:26 PM"
"16.00%";"24.00°";" 33.12";"4:05:29 PM"
"16.00%";"24.00°";" 36.39";"4:05:33 PM"
"16.00%";"24.00°";" 33.12";"4:05:36 PM"
"16.00%";"24.00°";" 36.39";"4:05:39 PM"
"16.00%";"24.00°";" 33.12";"4:05:43 PM"
"16.00%";"24.00°";" 33.12";"4:05:46 PM"
"16.00%";"24.00°";" 36.39";"4:05:49 PM"
"16.00%";"24.00°";" 33.12";"4:05:53 PM"
"16.00%";"24.00°";" 33.12";"4:05:56 PM"
"16.00%";"24.00°";" 36.39";"4:05:59 PM"
"16.00%";"24.00°";" 33.12";"4:06:03 PM"
"16.00%";"24.00°";" 36.39";"4:06:06 PM"
"16.00%";"24.00°";" 33.12";"4:06:09 PM"
"16.00%";"24.00°";" 36.39";"4:06:13 PM"
"16.00%";"24.00°";" 36.39";"4:06:16 PM"
"16.00%";"24.00°";" 36.39";"4:06:19 PM"
"16.00%";"24.00°";" 36.39";"4:06:22 PM"
"16.00%";"24.00°";" 33.12";"4:06:26 PM"
"16.00%";"24.00°";" 33.12";"4:06:29 PM"
"16.00%";"24.00°";" 36.39";"4:06:32 PM"
"16.00%";"24.00°";" 33.12";"4:06:36 PM"
"16.00%";"24.00°";" 36.39";"4:06:39 PM"
"16.00%";"24.00°";" 36.39";"4:06:42 PM"
"16.00%";"24.00°";" 33.12";"4:06:46 PM"
"16.00%";"24.00°";" 36.39";"4:06:49 PM"
"16.00%";"24.00°";" 33.12";"4:06:52 PM"
"16.00%";"24.00°";" 33.12";"4:06:56 PM"
"16.00%";"24.00°";" 36.39";"4:06:59 PM"
"16.00%";"24.00°";" 36.39";"4:07:02 PM"
"16.00%";"24.00°";" 33.12";"4:07:06 PM"
"16.00%";"24.00°";" 36.39";"4:07:09 PM"
"16.00%";"24.00°";" 36.39";"4:07:12 PM"
"16.00%";"24.00°";" 33.12";"4:07:16 PM"
"16.00%";"24.00°";" 36.39";"4:07:19 PM"
"16.00%";"24.00°";" 33.12";"4:07:22 PM"
"16.00%";"24.00°";" 36.39";"4:07:25 PM"
"16.00%";"24.00°";" 33.12";"4:07:29 PM"
"16.00%";"24.00°";" 36.39";"4:07:32 PM"
"16.00%";"24.00°";" 36.39";"4:07:35 PM"
"16.00%";"24.00°";" 36.39";"4:07:39 PM"
"16.00%";"24.00°";" 36.39";"4:07:42 PM"
"16.00%";"24.00°";" 36.39";"4:07:45 PM"
"16.00%";"24.00°";" 36.39";"4:07:49 PM"
"16.00%";"24.00°";" 36.39";"4:07:52 PM"
"16.00%";"24.00°";" 36.39";"4:07:55 PM"
"16.00%";"24.00°";" 36.39";"4:07:59 PM"
"16.00%";"24.00°";" 36.39";"4:08:02 PM"
"16.00%";"24.00°";" 33.12";"4:08:05 PM"
"16.00%";"24.00°";" 36.39";"4:08:09 PM"
"16.00%";"24.00°";" 36.39";"4:08:12 PM"
"16.00%";"24.00°";" 36.39";"4:08:15 PM"
"16.00%";"24.00°";" 33.12";"4:08:19 PM"
"16.00%";"24.00°";" 33.12";"4:08:22 PM"
"16.00%";"24.00°";" 33.12";"4:08:25 PM"
"16.00%";"24.00°";" 36.39";"4:08:28 PM"
"16.00%";"24.00°";" 30.05";"4:08:32 PM"
"16.00%";"24.00°";" 36.39";"4:08:35 PM"
"16.00%";"24.00°";" 36.39";"4:08:38 PM"
"16.00%";"24.00°";" 33.12";"4:08:42 PM"
"16.00%";"24.00°";" 33.12";"4:08:45 PM"
"16.00%";"24.00°";" 33.12";"4:08:48 PM"
"16.00%";"24.00°";" 36.39";"4:08:52 PM"
"16.00%";"24.00°";" 36.39";"4:08:55 PM"
"16.00%";"24.00°";" 36.39";"4:08:58 PM"
"16.00%";"24.00°";" 36.39";"4:09:02 PM"
"16.00%";"24.00°";" 36.39";"4:09:05 PM"
"16.00%";"24.00°";" 33.12";"4:09:08 PM"
"16.00%";"24.00°";" 36.39";"4:09:12 PM"
"16.00%";"24.00°";" 36.39";"4:09:15 PM"
"16.00%";"24.00°";" 36.39";"4:09:18 PM"
"16.00%";"24.00°";" 36.39";"4:09:22 PM"
"16.00%";"24.00°";" 33.12";"4:09:25 PM"
"16.00%";"24.00°";" 33.12";"4:09:28 PM"
"16.00%";"24.00°";" 33.12";"4:09:31 PM"
"16.00%";"24.00°";" 33.12";"4:09:35 PM"
"16.00%";"24.00°";" 33.12";"4:09:38 PM"
"16.00%";"24.00°";" 33.12";"4:09:41 PM"
"16.00%";"24.00°";" 33.12";"4:09:45 PM"
"16.00%";"24.00°";" 36.39";"4:09:48 PM"
"16.00%";"24.00°";" 30.05";"4:09:51 PM"
"16.00%";"24.00°";" 36.39";"4:09:55 PM"
"16.00%";"24.00°";" 33.12";"4:09:58 PM"
"16.00%";"24.00°";" 33.12";"4:10:01 PM"
"16.00%";"24.00°";" 36.39";"4:10:05 PM"
"16.00%";"24.00°";" 36.39";"4:10:08 PM"
"16.00%";"24.00°";" 33.12";"4:10:11 PM"
"16.00%";"24.00°";" 36.39";"4:10:15 PM"
"16.00%";"24.00°";" 33.12";"4:10:18 PM"
"16.00%";"24.00°";" 36.39";"4:10:21 PM"
"16.00%";"24.00°";" 33.12";"4:10:25 PM"
"16.00%";"24.00°";" 33.12";"4:10:28 PM"
"16.00%";"24.00°";" 36.39";"4:10:31 PM"
"16.00%";"24.00°";" 33.12";"4:10:34 PM"
"16.00%";"24.00°";" 36.39";"4:10:38 PM"
"16.00%";"24.00°";" 33.12";"4:10:41 PM"
"16.00%";"24.00°";" 33.12";"4:10:44 PM"
"16.00%";"24.00°";" 43.61";"4:10:48 PM"
"16.00%";"24.00°";" 43.61";"4:10:51 PM"
"16.00%";"24.00°";" 36.39";"4:10:54 PM"
"16.00%";"24.00°";" 36.39";"4:10:58 PM"
"16.00%";"24.00°";" 36.39";"4:11:01 PM"
"16.00%";"24.00°";" 36.39";"4:11:04 PM"
"16.00%";"24.00°";" 36.39";"4:11:08 PM"
"16.00%";"24.00°";" 36.39";"4:11:11 PM"
"16.00%";"24.00°";" 36.39";"4:11:14 PM"
"16.00%";"24.00°";" 36.39";"4:11:18 PM"
"16.00%";"24.00°";" 36.39";"4:11:21 PM"
"16.00%";"24.00°";" 33.12";"4:11:24 PM"
"16.00%";"24.00°";" 116.0";"4:11:27 PM"
"16.00%";"24.00°";" 51.75";"4:11:31 PM"
"16.00%";"24.00°";" 43.61";"4:11:34 PM"
"16.00%";"24.00°";" 39.89";"4:11:37 PM"
"16.00%";"24.00°";" 36.39";"4:11:41 PM"
"16.00%";"24.00°";" 39.89";"4:11:44 PM"
"16.00%";"24.00°";" 39.89";"4:11:47 PM"
"16.00%";"24.00°";" 39.89";"4:11:51 PM"
"16.00%";"24.00°";" 43.61";"4:11:54 PM"
"16.00%";"24.00°";" 43.61";"4:11:57 PM"
"16.00%";"24.00°";" 43.61";"4:12:01 PM"
"16.00%";"24.00°";" 43.61";"4:12:04 PM"
"16.00%";"24.00°";" 36.39";"4:12:07 PM"
"16.00%";"24.00°";" 39.89";"4:12:11 PM"
"16.00%";"24.00°";" 36.39";"4:12:14 PM"
"16.00%";"24.00°";" 36.39";"4:12:17 PM"
"16.00%";"24.00°";" 36.39";"4:12:21 PM"
"16.00%";"24.00°";" 39.89";"4:12:24 PM"
"16.00%";"24.00°";" 36.39";"4:12:27 PM"
"16.00%";"24.00°";" 36.39";"4:12:30 PM"
"16.00%";"24.00°";" 39.89";"4:12:34 PM"
"16.00%";"24.00°";" 36.39";"4:12:37 PM"
"16.00%";"24.00°";" 36.39";"4:12:40 PM"
"16.00%";"24.00°";" 36.39";"4:12:44 PM"
